列1,募集日,地区名,路線名,駅名,所要時間,取引価格,間取り,竣工日,敷地面積,延べ面積,建蔽率,容積率,経度,緯度,築年数,補正築年数,補正所要時間,縦横比,間取り指数
1446,2019/4/1,酒井根,ＪＲ常磐線,南柏,1,16000000,4LDK,200502,120.19,97.09,60,200,139.95782,35.81815,14.16986301,14.87835616,0.900692862,3.333333333,5.5
1447,2019/4/1,中原1丁目,東武野田線,増尾,1,23800000,4LDK,201904,120.27,98.53,50,100,139.96596,35.82673,0,0,1.02389472,2,5.5
1448,2019/4/1,根戸,ＪＲ常磐線,北柏,5,32980000,4LDK,201901,120.28,105.57,60,200,139.98645,35.88113,0.246575342,0.246575342,4.796116698,3.333333333,5.5
1449,2019/4/1,南逆井4丁目,新京成電鉄,五香,22,19900000,4LDK,201903,120.31,95.63,50,100,139.97462,35.80325,0.084931507,0.084931507,21.5666943,2,5.5
1450,2019/4/1,南逆井4丁目,新京成電鉄,五香,22,18900000,4LDK,201903,120.31,102.67,50,100,139.97462,35.80325,0.084931507,0.084931507,21.5666943,2,5.5
1451,2019/4/1,南逆井4丁目,新京成電鉄,五香,22,20900000,4LDK,201903,120.33,102.67,50,100,139.97462,35.80325,0.084931507,0.084931507,21.5666943,2,5.5
1452,2020/4/1,東中新宿3丁目,東武野田線,新柏,17,28300000,2LDK,202003,120.36,98.53,50,100,139.96339,35.82977,0.084931507,0.084931507,17.09063261,2,3.5
1453,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,15,32800000,4LDK,202006,120.42,97.29,60,200,139.96329,35.88953,0.167123288,0.167123288,14.59782304,3.333333333,5.5
1454,2019/4/1,柏,ＪＲ常磐線,北柏,18,28000000,5LDK,200102,120.42,102.42,50,100,139.98651,35.86444,18.17260274,19.08123288,17.26602011,2,6.5
1455,2019/4/1,豊四季,ＪＲ常磐線,柏,1,28800000,4LDK,201902,120.42,109.3,60,200,139.94981,35.85993,0.161643836,0.161643836,0.508295584,3.333333333,5.5
1456,2020/4/1,東中新宿3丁目,東武野田線,新柏,17,27800000,2LDK,202003,120.44,98.53,50,100,139.96339,35.82977,0.084931507,0.084931507,17.09063261,2,3.5
1457,2020/4/1,東中新宿3丁目,東武野田線,新柏,17,27800000,4LDK,201910,120.44,98.53,50,100,139.96339,35.82977,0.501369863,0.501369863,17.09063261,2,5.5
1458,2019/4/1,みどり台2丁目,東武野田線,江戸川台,20,24980000,4LDK,201903,120.55,105.78,60,150,139.9216,35.90454,0.084931507,0.084931507,19.89449833,2.5,5.5
1459,2019/4/1,中原1丁目,東武野田線,増尾,1,23800000,4LDK,201904,120.57,97.29,50,100,139.96596,35.82673,0,0,1.02389472,2,5.5
1460,2020/4/1,中原1丁目,東武野田線,増尾,1,18800000,4LDK,201905,120.57,97.29,50,100,139.96596,35.82673,0.920547945,0.920547945,1.02389472,2,5.5
1461,2019/4/1,増尾台4丁目,東武野田線,増尾,12,21800000,4LDK,201901,120.59,97.2,50,100,139.97321,35.82173,0.246575342,0.246575342,12.28673664,2,5.5
1462,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,15,31800000,4LDK,202006,120.68,96.26,60,200,139.96329,35.88953,0.167123288,0.167123288,14.59782304,3.333333333,5.5
1463,2020/4/1,篠籠田,ＪＲ常磐線,柏,21,34300000,3LDK,201702,120.78,99.36,60,100,139.94336,35.86812,3.164383562,3.164383562,10.67420727,1.666666667,4.5
1464,2019/4/1,南逆井4丁目,新京成電鉄,五香,22,19900000,4LDK,201811,121.05,99.36,50,100,139.97462,35.80325,0.41369863,0.41369863,21.5666943,2,5.5
1465,2019/4/1,東中新宿3丁目,東武野田線,新柏,12,25980000,4LDK,201812,121.09,107.39,50,100,139.96339,35.82977,0.331506849,0.331506849,12.06397596,2,5.5
1466,2019/4/1,東中新宿3丁目,東武野田線,新柏,12,25980000,4LDK,201812,121.1,107.6,50,100,139.96339,35.82977,0.331506849,0.331506849,12.06397596,2,5.5
1467,2019/4/1,高田,ＪＲ常磐線,柏,4,21800000,4LDK,201509,121.17,99.78,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
1468,2020/4/1,高田,ＪＲ常磐線,柏,4,21800000,4LDK,201509,121.17,99.78,60,200,139.94922,35.8777,4.58630137,4.58630137,2.033182337,3.333333333,5.5
1469,2019/4/1,高柳,東武野田線,高柳,9,25800000,4LDK,201906,121.23,103.68,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1470,2019/4/1,宿連寺,ＪＲ常磐線,北柏,6,19900000,4LDK,201903,121.27,101.43,50,100,139.98523,35.8875,0.084931507,0.084931507,5.755340038,2,5.5
1471,2020/4/1,増尾4丁目,東武野田線,増尾,15,16900000,4LDK,201910,122.03,102.26,60,100,139.98355,35.83547,0.501369863,0.501369863,15.3584208,1.666666667,5.5
1472,2020/4/1,増尾4丁目,東武野田線,増尾,15,14900000,3LDK,201910,122.04,102.68,50,100,139.98355,35.83547,0.501369863,0.501369863,15.3584208,2,4.5
1473,2020/4/1,東山2丁目,ＪＲ常磐線,北小金,11,19990000,4LDK,201702,122.15,102.67,50,100,139.95239,35.82512,3.164383562,3.164383562,10.29824412,2,5.5
1474,2019/4/1,新逆井2丁目,東武野田線,逆井,26,16800000,4LDK,200712,122.27,106.51,50,100,139.97063,35.80952,11.33972603,11.90671233,26.54932536,2,5.5
1475,2019/4/1,柏,ＪＲ常磐線,柏,22,21800000,3LDK,200705,122.29,96.26,50,100,139.98651,35.86444,11.9260274,12.52232877,11.18250285,2,4.5
1476,2019/4/1,柏,ＪＲ常磐線,柏,22,23800000,3LDK,200705,122.29,103.71,50,100,139.98651,35.86444,11.9260274,12.52232877,11.18250285,2,4.5
1477,2019/4/1,高柳,東武野田線,高柳,9,27300000,4LDK,201906,122.54,96.39,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1478,2020/4/1,高柳,東武野田線,高柳,9,22300000,4LDK,201904,122.54,96.39,50,100,139.99794,35.8078,1.002739726,1.002739726,9.197022119,2,5.5
1479,2020/4/1,東中新宿3丁目,東武野田線,新柏,14,20400000,4LDK,201910,123.04,103.5,50,100,139.96339,35.82977,0.501369863,0.501369863,14.07463862,2,5.5
1480,2020/4/1,東中新宿3丁目,東武野田線,新柏,14,26900000,4LDK,201911,123.04,112.2,50,100,139.96339,35.82977,0.416438356,0.416438356,14.07463862,2,5.5
1481,2019/4/1,あかね町,ＪＲ常磐線,柏,18,28800000,3LDK,201906,123.27,102.88,50,100,139.97855,35.84998,0.167123288,0.167123288,9.149320515,2,4.5
1482,2019/4/1,篠籠田,東武野田線,豊四季,10,12500000,4LDK,200101,123.44,91.08,60,150,139.94336,35.86812,18.25753425,19.17041096,10.1917036,2.5,5.5
1483,2020/4/1,新逆井1丁目,新京成電鉄,五香,22,19900000,4LDK,202001,123.56,99.37,50,100,139.97218,35.81209,0.249315068,0.249315068,21.5666943,2,5.5
1484,2020/4/1,大津ケ丘4丁目,ＪＲ常磐線,柏,5,16900000,4LDK,200604,123.7,105.99,60,150,140.0025,35.83714,14.0109589,14.71150685,2.541477921,2.5,5.5
1485,2019/4/1,新富町2丁目,ＪＲ常磐線,柏,22,32800000,4LDK,201903,123.86,103.27,50,100,139.95262,35.85528,0.084931507,0.084931507,11.18250285,2,5.5
1486,2019/4/1,花野井,ＪＲ常磐線,北柏,2,20800000,4LDK,201812,124.36,103.91,50,100,139.97424,35.89674,0.331506849,0.331506849,1.918446679,2,5.5
1487,2020/4/1,新富町2丁目,ＪＲ常磐線,南柏,14,32980000,3LDK,201912,124.36,108.79,60,200,139.95262,35.85528,0.334246575,0.334246575,12.60970007,3.333333333,4.5
1488,2019/4/1,西原5丁目,東武野田線,初石,14,18980000,4LDK,199303,124.36,112.99,60,150,139.91978,35.89122,26.10136986,27.40643836,14.13347372,2.5,5.5
1489,2020/4/1,新富町2丁目,ＪＲ常磐線,南柏,14,33980000,4LDK,201912,124.83,108.58,60,200,139.95262,35.85528,0.334246575,0.334246575,12.60970007,3.333333333,5.5
1490,2020/4/1,逆井2丁目,東武野田線,逆井,8,22800000,3LDK,201406,125,111.79,50,100,139.97961,35.82438,5.838356164,5.838356164,8.169023189,2,4.5
1491,2019/4/1,増尾2丁目,東武野田線,増尾,8,30900000,3LDK,201106,125.06,95.22,60,150,139.97823,35.8317,7.838356164,7.838356164,8.191157758,2.5,4.5
1492,2019/4/1,高柳,東武野田線,高柳,9,27800000,4LDK,201906,125.06,100.44,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1493,2020/4/1,高柳,東武野田線,高柳,9,22800000,4LDK,201906,125.06,100.44,50,100,139.99794,35.8078,0.835616438,0.835616438,9.197022119,2,5.5
1494,2019/4/1,高柳,東武野田線,高柳,9,27800000,4LDK,201906,125.07,100.84,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1495,2020/4/1,高柳,東武野田線,高柳,9,22800000,4LDK,201906,125.07,100.84,50,100,139.99794,35.8078,0.835616438,0.835616438,9.197022119,2,5.5
1496,2019/4/1,高柳,東武野田線,高柳,9,27800000,4LDK,201906,125.08,102.06,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1497,2020/4/1,高柳,東武野田線,高柳,9,22800000,4LDK,201906,125.08,102.06,50,100,139.99794,35.8078,0.835616438,0.835616438,9.197022119,2,5.5
1498,2020/4/1,増尾4丁目,東武野田線,増尾,15,13900000,4LDK,201910,125.09,102.68,50,100,139.98355,35.83547,0.501369863,0.501369863,15.3584208,2,5.5
1499,2020/4/1,増尾4丁目,東武野田線,増尾,16,19900000,4LDK,201910,125.15,102.68,50,100,139.98355,35.83547,0.501369863,0.501369863,16.38231552,2,5.5
1500,2020/4/1,松ケ崎,ＪＲ常磐線,北柏,22,20800000,3LDK,200902,125.25,101.84,60,150,139.97595,35.87908,11.16986301,11.16986301,21.10291347,2.5,4.5
1501,2020/4/1,花野井,ＪＲ常磐線,北柏,3,22800000,4LDK,201909,125.42,102.26,50,100,139.97424,35.89674,0.583561644,0.583561644,2.877670019,2,5.5
1502,2019/4/1,高柳,東武野田線,高柳,9,24800000,4LDK,201906,125.87,99.22,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1503,2019/4/1,高柳,東武野田線,高柳,9,26800000,4LDK,201906,126.47,100.44,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1504,2020/4/1,西原5丁目,東武野田線,江戸川台,14,29900000,4LDK,202006,126.56,112.82,60,150,139.91978,35.89122,0.167123288,0.167123288,13.92614883,2.5,5.5
1505,2020/4/1,西原6丁目,東武野田線,初石,13,25800000,4LDK,201910,127.07,102.67,60,150,139.92398,35.88931,0.501369863,0.501369863,13.12393988,2.5,5.5
1506,2020/4/1,つくしが丘4丁目,東武野田線,新柏,3,38800000,4LDK,202002,127.35,98.82,60,150,139.96826,35.83595,0.164383562,0.164383562,3.015993991,2.5,5.5
1507,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,15,34800000,4LDK,202006,127.35,102.67,60,200,139.96329,35.88953,0.167123288,0.167123288,14.59782304,3.333333333,5.5
1508,2019/4/1,みどり台2丁目,東武野田線,江戸川台,20,23980000,4LDK,201902,127.6,101.82,60,150,139.9216,35.90454,0.161643836,0.161643836,19.89449833,2.5,5.5
1509,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,15,34800000,4LDK,202006,127.7,101.01,60,200,139.96329,35.88953,0.167123288,0.167123288,14.59782304,3.333333333,5.5
1510,2020/4/1,新富町2丁目,ＪＲ常磐線,南柏,17,23800000,4LDK,202003,128.22,93.15,50,100,139.95262,35.85528,0.084931507,0.084931507,15.31177866,2,5.5
1511,2020/4/1,西原4丁目,東武野田線,初石,17,25900000,4LDK,201912,128.37,95.22,60,150,139.92291,35.89322,0.334246575,0.334246575,17.16207523,2.5,5.5
1512,2020/4/1,青葉台1丁目,ＪＲ常磐線,柏,3,27800000,3LDK,201907,128.91,93.15,60,160,139.96272,35.81493,0.753424658,0.753424658,1.524886753,2.666666667,4.5
1513,2020/4/1,南逆井4丁目,新京成電鉄,五香,23,15990000,4LDK,201201,129.35,99.36,50,100,139.97462,35.80325,8.254794521,8.254794521,22.54699859,2,5.5
1514,2019/4/1,増尾台4丁目,東武野田線,増尾,12,24800000,4LDK,201901,129.38,98.82,60,100,139.97321,35.82173,0.246575342,0.246575342,12.28673664,1.666666667,5.5
1515,2020/4/1,新富町2丁目,東武野田線,豊四季,18,27990000,3LDK,201911,129.61,107.75,50,100,139.95262,35.85528,0.416438356,0.416438356,18.34506647,2,4.5
1516,2020/4/1,松葉町2丁目,つくばエクスプレス,柏の葉キャンパス,2,31800000,4LDK,201910,129.77,98.82,50,100,139.97899,35.88592,0.501369863,0.501369863,1.946376405,2,5.5
1517,2019/4/1,高柳,東武野田線,高柳,9,22800000,4LDK,201906,130.09,101.25,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1518,2020/4/1,高柳,東武野田線,高柳,9,18800000,4LDK,201906,130.09,101.25,50,100,139.99794,35.8078,0.835616438,0.835616438,9.197022119,2,5.5
1519,2019/4/1,高柳,東武野田線,高柳,9,22800000,4LDK,201906,130.12,98.41,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1520,2019/4/1,東柏2丁目,ＪＲ常磐線,柏,26,28900000,4LDK,201905,130.42,107.33,50,100,139.98737,35.84929,0.082191781,0.082191781,13.21568519,2,5.5
1521,2019/4/1,新逆井2丁目,新京成電鉄,五香,1,20800000,4LDK,194610,130.43,101.02,50,100,139.97063,35.80952,72.54794521,79.80273973,0.980304287,2,5.5
1522,2020/4/1,新逆井2丁目,新京成電鉄,五香,1,19800000,4LDK,201002,130.43,101.02,50,100,139.97063,35.80952,10.16986301,10.16986301,0.980304287,2,5.5
1523,2019/4/1,増尾台4丁目,東武野田線,増尾,12,24800000,4LDK,201903,131,97.2,50,100,139.97321,35.82173,0.084931507,0.084931507,12.28673664,2,5.5
1524,2020/4/1,布施,ＪＲ常磐線,北柏,23,24800000,4LDK,202004,131,102.26,60,150,139.99283,35.89152,0,0,22.06213681,2.5,5.5
1525,2019/4/1,今谷上町,ＪＲ常磐線,南柏,10,38900000,3LDK,201903,131.82,105.67,50,100,139.95641,35.84102,0.084931507,0.084931507,9.006928622,2,4.5
1526,2019/4/1,大津ケ丘1丁目,ＪＲ常磐線,柏,2,16980000,4LDK,199202,132,136.62,60,150,140.00366,35.84325,27.18082192,28.53986301,1.016591168,2.5,5.5
1527,2020/4/1,南増尾5丁目,新京成電鉄,五香,19,20800000,3LDK,202004,132.05,98.53,60,200,139.96654,35.80993,0,0,18.62578144,3.333333333,4.5
1528,2019/4/1,新富町2丁目,ＪＲ常磐線,南柏,16,19800000,4LDK,201111,132.24,100.07,50,100,139.95262,35.85528,7.419178082,7.419178082,14.4110858,2,5.5
1529,2020/4/1,西原1丁目,東武野田線,江戸川台,7,35800000,4LDK,202004,132.24,105.16,50,100,139.91588,35.89653,0,0,6.963074414,2,5.5
1530,2020/4/1,東2丁目,ＪＲ常磐線,柏,19,32000000,3LDK,201909,132.25,92.74,50,100,139.98149,35.85699,0.583561644,0.583561644,9.657616099,2,4.5
1531,2020/4/1,東柏1丁目,ＪＲ常磐線,柏,4,27900000,4LDK,202004,132.28,101.02,50,100,139.98753,35.8515,0,0,2.033182337,2,5.5
1532,2020/4/1,西原1丁目,東武野田線,江戸川台,7,33800000,4LDK,202004,132.29,105.16,50,100,139.91588,35.89653,0,0,6.963074414,2,5.5
1533,2020/4/1,西原1丁目,東武野田線,江戸川台,7,33800000,4LDK,202004,132.29,105.99,50,100,139.91588,35.89653,0,0,6.963074414,2,5.5
1534,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,12,21900000,4LDK,200503,132.35,100.19,60,150,139.97595,35.87908,14.09315068,14.79780822,11.51068008,2.5,5.5
1535,2019/4/1,高柳新田,東武野田線,高柳,14,19800000,4LDK,200607,132.42,115.51,60,100,139.99156,35.8078,12.75890411,13.39684932,14.30647885,1.666666667,5.5
1536,2020/4/1,高柳新田,東武野田線,高柳,14,19500000,4LDK,200607,132.42,115.51,50,100,139.99156,35.8078,13.76164384,14.44972603,14.30647885,2,5.5
1537,2020/4/1,南増尾4丁目,新京成電鉄,五香,25,21900000,4LDK,201910,132.5,105.98,60,100,139.96603,35.81324,0.501369863,0.501369863,24.50760716,1.666666667,5.5
1538,2019/4/1,柏,ＪＲ常磐線,柏,26,22800000,4LDK,201603,132.57,99.37,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
1539,2020/4/1,柏,ＪＲ常磐線,柏,26,22800000,4LDK,201603,132.57,99.37,50,100,139.98651,35.86444,4.087671233,4.087671233,13.21568519,2,5.5
1540,2020/4/1,新富町2丁目,ＪＲ常磐線,南柏,17,27800000,3LDK,202003,132.64,98,60,100,139.95262,35.85528,0.084931507,0.084931507,15.31177866,1.666666667,4.5
1541,2019/4/1,増尾台4丁目,東武野田線,逆井,14,17800000,4LDK,201210,132.87,96.47,50,100,139.97321,35.82173,6.501369863,6.501369863,14.29579058,2,5.5
1542,2019/4/1,高田,東武野田線,豊四季,17,18600000,4LDK,200906,133.09,100.92,60,200,139.94922,35.8777,9.838356164,9.838356164,17.32589612,3.333333333,5.5
1543,2019/4/1,東柏2丁目,ＪＲ常磐線,柏,26,25900000,4LDK,201905,133.25,108.47,50,100,139.98737,35.84929,0.082191781,0.082191781,13.21568519,2,5.5
1544,2019/4/1,南増尾8丁目,新京成電鉄,五香,4,19900000,3LDK,200403,133.3,103.91,60,200,139.959,35.81077,15.09315068,15.84780822,3.921217146,3.333333333,4.5
1545,2020/4/1,新逆井1丁目,新京成電鉄,五香,22,21900000,4LDK,202001,133.58,104.33,50,100,139.97218,35.81209,0.249315068,0.249315068,21.5666943,2,5.5
1546,2020/4/1,大室,つくばエクスプレス,柏たなか,14,32800000,4LDK,202003,133.67,103.09,60,200,139.96175,35.91197,0.084931507,0.084931507,14.47239022,3.333333333,5.5
1547,2019/4/1,光ケ丘1丁目,ＪＲ常磐線,南柏,6,33500000,3LDK,201611,133.8,107.64,50,100,139.95779,35.83319,2.41369863,2.41369863,5.404157173,2,4.5
1548,2019/4/1,柏6丁目,ＪＲ常磐線,柏,8,56900000,3LDK,201902,133.91,112.59,60,160,139.97722,35.86435,0.161643836,0.161643836,4.066364673,2.666666667,4.5
1549,2020/4/1,豊住5丁目,東武野田線,新柏,5,31800000,4LDK,201911,133.98,92.01,50,100,139.96672,35.84079,0.416438356,0.416438356,5.026656651,2,5.5
1550,2020/4/1,豊住5丁目,東武野田線,新柏,5,31800000,4LDK,201911,133.98,98.01,50,100,139.96672,35.84079,0.416438356,0.416438356,5.026656651,2,5.5
1551,2019/4/1,松ケ崎,つくばエクスプレス,柏の葉キャンパス,28,19800000,4LDK,199805,134.74,93.57,60,200,139.97595,35.87908,20.93150685,21.97808219,27.24926968,3.333333333,5.5
1552,2019/4/1,増尾台4丁目,東武野田線,増尾,12,22800000,4LDK,201901,134.87,100.44,50,100,139.97321,35.82173,0.246575342,0.246575342,12.28673664,2,5.5
1553,2019/4/1,大室2丁目,つくばエクスプレス,柏たなか,7,33900000,4LDK,201810,135.03,105.16,60,200,139.96071,35.90882,0.498630137,0.498630137,7.23619511,3.333333333,5.5
1554,2019/4/1,高柳,東武野田線,高柳,9,28300000,4LDK,201906,135.09,98.82,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1555,2019/4/1,高柳,東武野田線,高柳,9,28800000,4LDK,201906,135.21,98.82,50,100,139.99794,35.8078,0.167123288,0.167123288,9.197022119,2,5.5
1556,2020/4/1,豊町2丁目,ＪＲ常磐線,南柏,11,32800000,4LDK,202001,135.26,102.46,60,200,139.96025,35.85101,0.249315068,0.249315068,9.907621485,3.333333333,5.5
1557,2020/4/1,つくしが丘3丁目,東武野田線,新柏,6,37900000,4LDK,202005,135.46,100.61,50,100,139.96564,35.83506,0.082191781,0.082191781,6.031987981,2,5.5
1558,2020/4/1,つくしが丘3丁目,東武野田線,新柏,6,37800000,4LDK,202005,135.47,100.81,50,100,139.96564,35.83506,0.082191781,0.082191781,6.031987981,2,5.5
1559,2019/4/1,八幡町,ＪＲ常磐線,柏,7,26800000,3LDK,201903,135.5,93.56,50,100,139.9859,35.85388,0.084931507,0.084931507,3.558069089,2,4.5
1560,2019/4/1,増尾台4丁目,東武野田線,増尾,12,24800000,4LDK,201901,135.53,97.2,50,100,139.97321,35.82173,0.246575342,0.246575342,12.28673664,2,5.5
1561,2020/4/1,つくしが丘3丁目,東武野田線,新柏,6,36800000,4LDK,202001,135.6,105.99,60,200,139.96564,35.83506,0.249315068,0.249315068,6.031987981,3.333333333,5.5
1562,2020/4/1,つくしが丘3丁目,東武野田線,新柏,6,36800000,4LDK,202001,135.67,110.96,60,200,139.96564,35.83506,0.249315068,0.249315068,6.031987981,3.333333333,5.5
1563,2019/4/1,新柏4丁目,東武野田線,新柏,13,23800000,4LDK,201203,135.75,100.19,50,100,139.97685,35.84396,7.087671233,7.087671233,13.06930729,2,5.5
1564,2020/4/1,つくしが丘3丁目,東武野田線,新柏,6,34800000,4LDK,202001,135.75,110.96,60,200,139.96564,35.83506,0.249315068,0.249315068,6.031987981,3.333333333,5.5
1565,2020/4/1,豊住5丁目,東武野田線,新柏,5,29800000,4LDK,201911,135.83,104.49,50,100,139.96672,35.84079,0.416438356,0.416438356,5.026656651,2,5.5
1566,2019/4/1,松葉町6丁目,ＪＲ常磐線,北柏,4,28900000,2LDK,201903,135.9,94.39,50,100,139.96803,35.89154,0.084931507,0.084931507,3.836893359,2,3.5
1567,2019/4/1,増尾台3丁目,東武野田線,増尾,13,25800000,4LDK,201904,135.97,94.4,50,100,139.97473,35.8247,0,0,13.31063136,2,5.5
1568,2019/4/1,根戸,ＪＲ常磐線,北柏,5,28980000,4LDK,201902,136.39,108.37,60,200,139.98645,35.88113,0.161643836,0.161643836,4.796116698,3.333333333,5.5
1569,2019/4/1,大室2丁目,つくばエクスプレス,柏たなか,7,34900000,4LDK,201810,136.63,104.95,60,200,139.96071,35.90882,0.498630137,0.498630137,7.23619511,3.333333333,5.5
1570,2019/4/1,増尾台4丁目,東武野田線,増尾,12,25800000,4LDK,201901,136.89,99.63,60,100,139.97321,35.82173,0.246575342,0.246575342,12.28673664,1.666666667,5.5
1571,2020/4/1,西原4丁目,東武野田線,初石,17,27900000,4LDK,201912,137.23,99.77,60,150,139.92291,35.89322,0.334246575,0.334246575,17.16207523,2.5,5.5
1572,2020/4/1,南逆井1丁目,新京成電鉄,五香,15,28800000,3LDK,202006,137.42,97.7,50,100,139.97037,35.80757,0.167123288,0.167123288,14.7045643,2,4.5
1573,2020/4/1,大室,つくばエクスプレス,柏たなか,14,32800000,4LDK,202004,137.58,103.5,60,200,139.96175,35.91197,0,0,14.47239022,3.333333333,5.5
1574,2019/4/1,大井,ＪＲ常磐線,柏,4,9800000,4LDK,198802,137.87,116.41,60,200,140.00441,35.85015,31.18356164,32.74273973,2.033182337,3.333333333,5.5
1575,2019/4/1,豊住2丁目,ＪＲ常磐線,南柏,14,25800000,4LDK,201406,138.13,97.35,50,100,139.96065,35.83726,4.835616438,4.835616438,12.60970007,2,5.5
1576,2020/4/1,豊住2丁目,ＪＲ常磐線,南柏,14,25800000,4LDK,201406,138.13,97.35,50,100,139.96065,35.83726,5.838356164,5.838356164,12.60970007,2,5.5
1577,2019/4/1,つくしが丘5丁目,東武野田線,新柏,11,26900000,4LDK,201901,138.22,102.68,50,100,139.96756,35.83136,0.246575342,0.246575342,11.05864463,2,5.5
